"AE_NAME","ID","MEDDRA_AE_NAME","MEDDRA_ID"
"Abnormal clotting factor","10029244","Abnormal clotting factor","10029244"
"Anti-ganglioside antibody positive","10030069","Anti-ganglioside antibody positive","10030069"
"Glucose-6-phosphate dehydrogenase abnormal","10034018","Glucose-6-phosphate dehydrogenase abnormal","10034018"
"Glucose-6-phosphate dehydrogenase deficiency","10044652","Glucose-6-phosphate dehydrogenase deficiency","10044652"
"Itching scar","10047674","Itching scar","10047674"
"Rhinitis seasonal","10039095","Seasonal allergy","10048908"
"Vaginal mucosal blistering","10051267","Vaginal mucosal blistering","10051267"
"Enterocolitis infectious","10054201","Enterocolitis infectious","10054201"
"pH body fluid normal","10060890","pH body fluid normal","10060890"
"Arteriogram carotid abnormal","10060929","Arteriogram carotid abnormal","10060929"
"Cervical cyst","10061093","Cervical cyst","10061093"
"B-cell lymphoma stage IV","10061185","B-cell lymphoma stage IV","10061185"
"Myelofibrosis","10061212","Myelofibrosis","10061212"
"Scleral disorder","10061403","Scleral disorder","10061403"
"Bradypnoea","10061457","Bradypnoea","10061457"
"Hyperinsulinism","10061594","Hyperinsulinism","10061594"
"Conjunctival scar","10061908","Conjunctival scar","10061908"
"Joint vibration","10061911","Joint vibration","10061911"
"Radiation skin injury","10063006","Radiation skin injury","10063006"
"Human metapneumovirus test positive","10069450","Human metapneumovirus test positive","10069450"
"Neonatal hypoxia","10012305","Neonatal hypoxia","10012305"
"Adverse event following immunisation","10048393","Adverse event following immunisation","10048393"
"Extra dose administered","10053395","Extra dose administered","10053395"
"Ultrasound eye","10063399","Ultrasound eye","10063399"
"Chest wall mass","10069350","Chest wall mass","10069350"
"Enzyme activity decreased","10071068","Enzyme activity decreased","10071068"
"Malaria antibody test","10014625","Malaria antibody test","10014625"
"Spinal cord infection","10014633","Spinal cord infection","10014633"
"Electrocardiogram T wave normal","10020803","Electrocardiogram T wave normal","10020803"
"Therapeutic response changed","10024382","Therapeutic response changed","10024382"
"Faecal calprotectin abnormal","10052594","Faecal calprotectin abnormal","10052594"
"Exposure to contaminated device","10068191","Exposure to contaminated device","10068191"
"Ligament rupture","10070511","Ligament rupture","10070511"
"Computerised tomogram pelvis","10071066","Computerised tomogram pelvis","10071066"
"Product packaging confusion","10019211","Product packaging confusion","10019211"
"Infective tenosynovitis","10019476","Infective tenosynovitis","10019476"
"Plicated tongue","10027599","Plicated tongue","10027599"
"Embolism venous","10027607","Embolism venous","10027607"
"Genital herpes simplex","10040744","Genital herpes simplex","10040744"
"Myocarditis infectious","10043269","Myocarditis infectious","10043269"
"Sternitis","10047077","Sternitis","10047077"
"Generalised tonic-clonic seizure","10050258","Generalised tonic-clonic seizure","10050258"
"Blindness congenital","10052470","Blindness congenital","10052470"
"Injection site hyperaesthesia","10052787","Injection site hyperaesthesia","10052787"
"Incorrect product formulation administered","10052945","Incorrect product formulation administered","10052945"
"Herpes simplex oesophagitis","10059133","Herpes simplex oesophagitis","10059133"
"Adrenalectomy","10068106","Adrenalectomy","10068106"
"Circumstance or information capable of leading to device use error","10068614","Circumstance or information capable of leading to device use error","10068614"
"Oral allergy syndrome","10071151","Oral allergy syndrome","10071151"
"Endocarditis staphylococcal","10006112","Endocarditis staphylococcal","10006112"
"Septic embolus","10020508","Septic embolus","10020508"
"Fungal endocarditis","10022773","Fungal endocarditis","10022773"
"Tricuspid valve disease","10067275","Tricuspid valve disease","10067275"
"Culture tissue specimen","10001540","Culture tissue specimen","10001540"
"Contraindicated drug administered","10074899","Contraindicated product administered","10078504"
"Granulomatous dermatitis","10003620","Granulomatous dermatitis","10003620"
"Mouth swelling","10004153","Mouth swelling","10004153"
"Nasal odour","10006100","Nasal odour","10006100"
"Adrenal medulla hyperfunction","10008748","Adrenal medulla hyperfunction","10008748"
"Scan adrenal gland abnormal","10008754","Scan adrenal gland abnormal","10008754"
"Hypersensitivity vasculitis","10009696","Hypersensitivity vasculitis","10009696"
"Injection site hypoaesthesia","10012725","Injection site hypoaesthesia","10012725"
"Immune thrombocytopenic purpura","10013033","Immune thrombocytopenic purpura","10013033"
"Eccentric fixation","10013916","Eccentric fixation","10013916"
"Seizure","10013983","Seizure","10013983"
"Infantile vomiting","10015496","Infantile vomiting","10015496"
"Vaccination site scar","10015832","Vaccination site scar","10015832"
"Oesophageal carcinoma","10017472","Oesophageal carcinoma","10017472"
"Eyelid rash","10019465","Eyelid rash","10019465"
"Myokymia","10019468","Myokymia","10019468"
"Stress fracture","10020651","Stress fracture","10020651"
"Retinal injury","10021021","Retinal injury","10021021"
"Retinogram","10022520","Retinogram","10022520"
"Cervicogenic headache","10024792","Cervicogenic headache","10024792"
"Device issue","10027925","Device issue","10027925"
"Anti-VGKC antibody positive","10027926","Anti-VGKC antibody positive","10027926"
"Product container seal issue","10028035","Product container seal issue","10028035"
"Device alarm issue","10030899","Device alarm issue","10030899"
"Device infusion issue","10033799","Device infusion issue","10033799"
"Meningoencephalitis viral","10033885","Meningoencephalitis viral","10033885"
"CSF red blood cell count positive","10033892","CSF red blood cell count positive","10033892"
"Language disorder","10033985","Language disorder","10033985"
"Cardiac imaging procedure normal","10034010","Cardiac imaging procedure normal","10034010"
"Anal pap smear abnormal","10036437","Anal pap smear abnormal","10036437"
"Venous ligation","10037114","Venous ligation","10037114"
"Product use issue","10037211","Product use issue","10037211"
"Peripancreatic fluid collection","10037714","Peripancreatic fluid collection","10037714"
"Periodic acid Schiff stain","10038708","Periodic acid Schiff stain","10038708"
"Adhesiolysis","10039198","Adhesiolysis","10039198"
"Blood HIV RNA decreased","10042008","Blood HIV RNA decreased","10042008"
"Genital hypoaesthesia","10043118","Genital hypoaesthesia","10043118"
"Computerised tomogram kidney abnormal","10044565","Computerised tomogram kidney abnormal","10044565"
"Blood oestrogen normal","10046270","Blood oestrogen normal","10046270"
"Euthyroid sick syndrome","10049680","Euthyroid sick syndrome","10049680"
"Dysbacteriosis","10052469","Dysbacteriosis","10052469"
"Cardiovascular examination","10054808","Cardiovascular examination","10054808"
"Blood product transfusion dependent","10056300","Blood product transfusion dependent","10056300"
"Endometrial ablation","10057268","Endometrial ablation","10057268"
"Abdominal lymphadenopathy","10058504","Abdominal lymphadenopathy","10058504"
"Skin abrasion","10058530","Skin abrasion","10058530"
"Cancer surgery","10060904","Cancer surgery","10060904"
"Product storage error","10079843","Product storage error","10079843"
"Palatal swelling","10064950","Palatal swelling","10064950"
"Poor feeding infant","10066088","Poor feeding infant","10066088"
"Heart transplant","10067672","Heart transplant","10067672"
"Eyelid contusion","10067954","Eyelid contusion","10067954"
"Physical breast examination","10069118","Physical breast examination","10069118"
"Blood acid phosphatase normal","10070302","Blood acid phosphatase normal","10070302"
"Hypertransaminasaemia","10071390","Hypertransaminasaemia","10071390"
"Drug reaction with eosinophilia and systemic symptoms","10071663","Drug reaction with eosinophilia and systemic symptoms","10071663"
"Neutrophilic dermatosis","10001497","Neutrophilic dermatosis","10001497"
"Dilated pores","10001500","Dilated pores","10001500"
"Lung adenocarcinoma","10001508","Lung adenocarcinoma","10001508"
"Lung adenocarcinoma metastatic","10064049","Lung adenocarcinoma","10025031"
"Carcinoembryonic antigen increased","10001854","Carcinoembryonic antigen increased","10001854"
"Gastrointestinal carcinoma","10002091","Gastrointestinal carcinoma","10002091"
"Metastases to abdominal cavity","10002941","Metastases to abdominal cavity","10002941"
"B-lymphocyte abnormalities","10002948","B-lymphocyte abnormalities","10002948"
"Thermogram abnormal","10002953","Thermogram abnormal","10002953"
"Appendix cancer","10002977","Appendix cancer","10002977"
"Feeding tube user","10003062","Feeding tube user","10003062"
"Corynebacterium test negative","10003084","Corynebacterium test negative","10003084"
"Ultrasound testes normal","10003791","Ultrasound testes normal","10003791"
"Body temperature abnormal","10008072","Body temperature abnormal","10008072"
"Vulvovaginal rash","10009346","Vulvovaginal rash","10009346"
"Arteriosclerosis coronary artery","10010071","Arteriosclerosis coronary artery","10010071"
"Coma scale normal","10010305","Coma scale normal","10010305"
"Analgesic drug level increased","10010947","Analgesic drug level increased","10010947"
"Biopsy kidney normal","10012373","Biopsy kidney normal","10012373"
"Biopsy lung normal","10012557","Biopsy lung normal","10012557"
"Alpha 2 globulin","10013395","Alpha 2 globulin","10013395"
"Vulvovaginal warts","10013642","Vulvovaginal warts","10013642"
"Administration site cellulitis","10013886","Administration site cellulitis","10013886"
"Heart sounds abnormal","10013887","Heart sounds abnormal","10013887"
"Synovial disorder","10013931","Synovial disorder","10013931"
"Anal ulcer","10013932","Anal ulcer","10013932"
"Administration site induration","10075939","Administration site induration","10075939"
"Administration site swelling","10075107","Administration site swelling","10075107"
"Urine alcohol test negative","10014127","Urine alcohol test negative","10014127"
"Administration site warmth","10075971","Administration site warmth","10075971"
"Beta-2 glycoprotein antibody","10016945","Beta-2 glycoprotein antibody","10016945"
"Viral load undetectable","10017062","Viral load undetectable","10017062"
"Product physical issue","10019194","Product physical issue","10019194"
"ADAMTS13 activity decreased","10020568","ADAMTS13 activity decreased","10020568"
"Acquired Von Willebrand's disease","10020745","Acquired Von Willebrand's disease","10020745"
"Skin texture abnormal","10020937","Skin texture abnormal","10020937"
"Breast milk substitute intolerance","10072187","Breast milk substitute intolerance","10072187"
"Pulmonary function challenge test","10021630","Pulmonary function challenge test","10021630"
"Anti-platelet antibody","10024796","Anti-platelet antibody","10024796"
"Delirium febrile","10024855","Delirium febrile","10024855"
"Drug dispensed to wrong patient","10065634","Drug dispensed to wrong patient","10065634"
"Tonsillar haemorrhage","10057450","Tonsillar haemorrhage","10057450"
"Respiratory viral panel","10028622","Respiratory viral panel","10028622"
"Acute graft versus host disease in skin","10029202","Acute graft versus host disease in skin","10029202"
"Chronic graft versus host disease","10066261","Chronic graft versus host disease","10066261"
"Posterior reversible encephalopathy syndrome","10033553","Posterior reversible encephalopathy syndrome","10033553"
"Haemoglobin S increased","10018895","Haemoglobin S increased","10018895"
"Red blood cell nucleated morphology present","10034719","Red blood cell nucleated morphology present","10034719"
"Ear canal erythema","10052135","Ear canal erythema","10052135"
"Analgesic drug level decreased","10036467","Analgesic drug level decreased","10036467"
"Gastroenteritis norovirus","10038254","Gastroenteritis norovirus","10038254"
"Fine motor skill dysfunction","10076288","Fine motor skill dysfunction","10076288"
"Dental examination normal","10038678","Dental examination normal","10038678"
"Neovascular age-related macular degeneration","10071129","Neovascular age-related macular degeneration","10071129"
"Tracheo-oesophageal fistula","10039897","Tracheo-oesophageal fistula","10039897"
"Intercepted drug dispensing error","10065638","Intercepted drug dispensing error","10065638"
"Secondary immunodeficiency","10054979","Secondary immunodeficiency","10054979"
"Bartonellosis","10040030","Bartonellosis","10040030"
"Low cardiac output syndrome","10024899","Low cardiac output syndrome","10024899"
"Wound haemorrhage","10041349","Wound haemorrhage","10041349"
"Central nervous system function test","10071317","Central nervous system function test","10071317"
"Androgenetic alopecia","10041466","Androgenetic alopecia","10041466"
"Bone erosion","10041467","Bone erosion","10041467"
"Marcus Gunn syndrome","10064583","Marcus Gunn syndrome","10064583"
"Chronic pigmented purpura","10043833","Chronic pigmented purpura","10043833"
"Acute lung injury","10045555","Acute lung injury","10045555"
"Blood uric acid abnormal","10047313","Blood uric acid abnormal","10047313"
"Giardia test","10047343","Giardia test","10047343"
"Iatrogenic infection","10064091","Iatrogenic infection","10064091"
"Urinary tract infection pseudomonal","10048727","Urinary tract infection pseudomonal","10048727"
"Enterobacter infection","10048871","Enterobacter infection","10048871"
"Stenotrophomonas sepsis","10054137","Stenotrophomonas sepsis","10054137"
"Nerve root compression","10049669","Nerve root compression","10049669"
"Herpes zoster meningitis","10074259","Herpes zoster meningitis","10074259"
"Social fear","10041247","Social fear","10041247"
"Accidental underdose","10074904","Accidental underdose","10074904"
"Inguinal hernia repair","10050002","Inguinal hernia repair","10050002"
"Polymerase chain reaction positive","10075628","Polymerase chain reaction positive","10075628"
"Mitral valve repair","10050093","Mitral valve repair","10050093"
"Pulmonary pain","10074693","Pulmonary pain","10074693"
"Chest scan","10076373","Chest scan","10076373"
"Blood ethanol","10051290","Blood ethanol","10051290"
"Anotia","10002654","Anotia","10002654"
"Cleft lip","10052492","Cleft lip","10052492"
"Administration site erythema","10074796","Administration site erythema","10074796"
"Respiratory alkalosis","10053552","Respiratory alkalosis","10053552"
"Herpes zoster infection neurological","10061208","Herpes zoster infection neurological","10061208"
"Hernia pain","10049077","Hernia pain","10049077"
"Viral parotitis","10072589","Viral parotitis","10072589"
"Acute kidney injury","10069339","Acute kidney injury","10069339"
"Panniculitis lobular","10054938","Panniculitis lobular","10054938"
"Gastrointestinal bacterial infection","10054964","Gastrointestinal bacterial infection","10054964"
"Lhermitte's sign","10056294","Lhermitte's sign","10056294"
"Sexual transmission of infection","10040488","Sexual transmission of infection","10040488"
"Compulsive handwashing","10071263","Compulsive handwashing","10071263"
"Injection site dysaesthesia","10058119","Injection site dysaesthesia","10058119"
"Anterior chamber fibrin","10054774","Anterior chamber fibrin","10054774"
"Ultrasound eye abnormal","10058444","Ultrasound eye abnormal","10058444"
"Hypometabolism","10058605","Hypometabolism","10058605"
"Arthritis viral","10003274","Arthritis viral","10003274"
"Epinephrine","10059923","Epinephrine","10059923"
"Frustration tolerance decreased","10077753","Frustration tolerance decreased","10077753"
"Ischaemic cerebral infarction","10061281","Ischaemic cerebral infarction","10061281"
"PCO2","10061551","PCO2","10061551"
"Optical coherence tomography abnormal","10061991","Optical coherence tomography abnormal","10061991"
"Pseudopapilloedema","10037141","Pseudopapilloedema","10037141"
"Anti-aquaporin-4 antibody negative","10064010","Anti-aquaporin-4 antibody negative","10064010"
"Deep brain stimulation","10056336","Deep brain stimulation","10056336"
"Restrictive pulmonary disease","10065044","Restrictive pulmonary disease","10065044"
"Splenic infarction","10065165","Splenic infarction","10065165"
"Cold type haemolytic anaemia","10009868","Cold type haemolytic anaemia","10009868"
"CSF red blood cell count","10075561","CSF red blood cell count","10075561"
"Coombs test negative","10066482","Coombs test negative","10066482"
"Conjunctivitis bacterial","10067068","Conjunctivitis bacterial","10067068"
"Vibrio test positive","10070161","Vibrio test positive","10070161"
"Wernicke-Korsakoff syndrome","10047913","Wernicke-Korsakoff syndrome","10047913"
"Pearly penile papules","10075021","Pearly penile papules","10075021"
"Acne conglobata","10000501","Acne conglobata","10000501"
"Finger amputation","10068357","Finger amputation","10068357"
"Urine flow decreased","10068912","Urine flow decreased","10068912"
"Disorganised speech","10076227","Disorganised speech","10076227"
"Inflammatory marker test","10069633","Inflammatory marker test","10069633"
"Respiratory symptom","10075535","Respiratory symptom","10075535"
"Perinatal HBV infection","10075233","Perinatal HBV infection","10075233"
"Diverticulectomy","10065269","Diverticulectomy","10065269"
"Immunosuppressant drug level increased","10062015","Immunosuppressant drug level increased","10062015"
"Substance use","10073980","Substance use","10073980"
"Renal failure neonatal","10038447","Renal failure neonatal","10038447"
"Biopsy stomach abnormal","10001387","Biopsy stomach abnormal","10001387"
"Vaccination site dermatitis","10002026","Vaccination site dermatitis","10002026"
"Cryptococcus test positive","10070455","Cryptococcus test positive","10070455"
"Meningitis cryptococcal","10027209","Meningitis cryptococcal","10027209"
"Blood chloride abnormal","10005417","Blood chloride abnormal","10005417"
"Vaccination site injury","10076169","Vaccination site injury","10076169"
"Product closure removal difficult","10069296","Product closure removal difficult","10069296"
"Monoclonal gammopathy","10024962","Monoclonal gammopathy","10024962"
"Vascular endothelial growth factor assay","10071597","Vascular endothelial growth factor assay","10071597"
"Haemangioma of bone","10072572","Haemangioma of bone","10072572"
"POEMS syndrome","10053869","POEMS syndrome","10053869"
"Peripheral nerve neurostimulation","10034587","Peripheral nerve neurostimulation","10034587"
"Epiglottic erythema","10036808","Epiglottic erythema","10036808"
"Disease susceptibility","10074870","Disease susceptibility","10074870"
"Cat scratch disease","10046543","Cat scratch disease","10046543"
"Blepharochalasis","10005152","Blepharochalasis","10005152"
"Wrong patient received medication","10048056","Wrong patient received medication","10048056"
"Fluorescent in situ hybridisation negative","10062162","Fluorescent in situ hybridisation negative","10062162"
"Blastic plasmacytoid dendritric cell neoplasia",NA,"Blastic plasmacytoid dendritric cell neoplasia",NA
"Light chain analysis normal","10065508","Light chain analysis normal","10065508"
"Tinea pedis","10003882","Tinea pedis","10003882"
"Product preparation error","10076869","Product preparation error","10076869"
"Nail pigmentation","10027910","Nail pigmentation","10027910"
"Peritoneal fluid analysis abnormal","10027918","Peritoneal fluid analysis abnormal","10027918"
"Extrapulmonary tuberculosis","10064445","Extrapulmonary tuberculosis","10064445"
"Mucosal pigmentation","10067724","Mucosal pigmentation","10067724"
"Primary adrenal insufficiency","10052381","Primary adrenal insufficiency","10052381"
"Bartonella test negative","10075208","Bartonella test negative","10075208"
"Adnexa uteri mass","10034701","Adnexa uteri mass","10034701"
"Anticonvulsant drug level above therapeutic","10036105","Anticonvulsant drug level above therapeutic","10036105"
"Skin adhesion","10074976","Skin adhesion","10074976"
"Burn oral cavity","10075532","Burn oral cavity","10075532"
"Infusion site pain","10053483","Infusion site pain","10053483"
"Clot retraction","10009668","Clot retraction","10009668"
"Ballismus","10045380","Ballismus","10045380"
"Appendicitis perforated","10048627","Appendicitis perforated","10048627"
"Penile discharge","10050660","Penile discharge","10050660"
"Concomitant disease aggravated","10010253","Concomitant disease aggravated","10010253"
"Metastases to kidney","10027455","Metastases to kidney","10027455"
"Pyogenic granuloma","10056673","Pyogenic granuloma","10056673"
"Aplasia cutis congenita","10058942","Aplasia cutis congenita","10058942"
"Rheumatic disorder","10059790","Rheumatic disorder","10059790"
"Nasal pruritus","10076406","Nasal pruritus","10076406"
"Premenstrual dysphoric disorder","10051537","Premenstrual dysphoric disorder","10051537"
"Serositis","10064964","Serositis","10064964"
"Adrenergic syndrome","10065417","Adrenergic syndrome","10065417"
"Single photon emission computerised tomogram","10040722","Single photon emission computerised tomogram","10040722"
"Folate deficiency","10066699","Folate deficiency","10066699"
"Vein rupture","10077110","Vein rupture","10077110"
"Wrong technique in product usage process","10076573","Wrong technique in product usage process","10076573"
"Shock symptom","10040581","Shock symptom","10040581"
"Eczema infantile","10003628","Eczema infantile","10003628"
"Chronic kidney disease","10064848","Chronic kidney disease","10064848"
"Puncture site reaction","10053996","Puncture site reaction","10053996"
"Instillation site vesicles","10073628","Instillation site vesicles","10073628"
"West Nile virus test","10075808","West Nile virus test","10075808"
"Neck surgery","10012177","Neck surgery","10012177"
"Albumin globulin ratio increased","10013634","Albumin globulin ratio increased","10013634"
"Polyneuropathy idiopathic progressive","10014129","Polyneuropathy idiopathic progressive","10014129"
"Intentional device misuse","10066967","Intentional device misuse","10066967"
"Blood corticotrophin","10018090","Blood corticotrophin","10018090"
"Impatience","10049976","Impatience","10049976"
"Neonatal pneumonia","10053584","Neonatal pneumonia","10053584"
"Vascular malformation","10074979","Vascular malformation","10074979"
"Microsomia","10071034","Microsomia","10071034"
"Chordee","10008746","Chordee","10008746"
"Factor VIII deficiency","10016080","Factor VIII deficiency","10016080"
"Hooded prepuce","10072135","Hooded prepuce","10072135"
"Irregular breathing","10076213","Irregular breathing","10076213"
"Olfactory test abnormal","10062927","Olfactory test abnormal","10062927"
"Adenocarcinoma of colon","10001167","Adenocarcinoma of colon","10001167"
"Retinal tear","10048816","Retinal tear","10048816"
"Noninfective gingivitis","10074863","Noninfective gingivitis","10074863"
"Foetal heart rate increased","10051138","Foetal heart rate increased","10051138"
"Varicella zoster virus infection","10075611","Varicella zoster virus infection","10075611"
"Specialist consultation","10076498","Specialist consultation","10076498"
"Chronic gastritis","10053398","Chronic gastritis","10053398"
"Ocular vascular disorder","10052896","Ocular vascular disorder","10052896"
"Hydrogen breath test","10065439","Hydrogen breath test","10065439"
"Plethysmography","10056699","Plethysmography","10056699"
"Hand-eye coordination impaired","10061334","Hand-eye coordination impaired","10061334"
"Ear infection bacterial","10067046","Ear infection bacterial","10067046"
"Therapy change","10074300","Therapy change","10074300"
"Biliary cirrhosis primary","10071081","Biliary cirrhosis primary","10071081"
"Malformation venous","10071082","Malformation venous","10071082"
"Stool heavy metal positive","10071350","Stool heavy metal positive","10071350"
"Intra-ocular injection","10057098","Intra-ocular injection","10057098"
"Tracheal inflammation","10075125","Tracheal inflammation","10075125"
"Catarrh","10000125","Catarrh","10000125"
"Gardnerella test positive","10070099","Gardnerella test positive","10070099"
"Subcutaneous haematoma","10012209","Subcutaneous haematoma","10012209"
"Internal hernia","10051989","Internal hernia","10051989"
"Vaccination site haemorrhage","10022035","Vaccination site haemorrhage","10022035"
"Lumbosacral radiculopathy","10076578","Lumbosacral radiculopathy","10076578"
"Angiotensin converting enzyme decreased","10022995","Angiotensin converting enzyme decreased","10022995"
"Autoimmune dermatitis","10075689","Autoimmune dermatitis","10075689"
"Mitogen stimulation test","10059463","Mitogen stimulation test","10059463"
"Soft tissue atrophy","10037841","Soft tissue atrophy","10037841"
"Pharyngeal paraesthesia","10076737","Pharyngeal paraesthesia","10076737"
"Manipulation","10041002","Manipulation","10041002"
"Product contamination with body fluid","10069878","Product contamination with body fluid","10069878"
"Benign soft tissue neoplasm","10061004","Benign soft tissue neoplasm","10061004"
"Painful erection","10056303","Painful erection","10056303"
"Chronic throat clearing","10075070","Throat clearing","10080125"
"Coronary artery stenosis","10061613","Coronary artery stenosis","10061613"
"Cholecystitis infective","10061827","Cholecystitis infective","10061827"
"Nasal mucosa biopsy","10057443","Nasal mucosa biopsy","10057443"
"Upper respiratory tract endoscopy","10073332","Upper respiratory tract endoscopy","10073332"
"Wound contamination","10068796","Wound contamination","10068796"
"Vessel puncture site erythema","10074760","Vessel puncture site erythema","10074760"
"Developmental regression","10076709","Developmental regression","10076709"
"Administration site haemorrhage","10075101","Administration site haemorrhage","10075101"
"Palliative care","10020523","Palliative care","10020523"
"Familial periodic paralysis","10020853","Familial periodic paralysis","10020853"
"Biopsy blood vessel abnormal","10058410","Biopsy blood vessel abnormal","10058410"
"Ligament injury","10029279","Ligament injury","10029279"
"Orthopaedic examination abnormal","10072625","Orthopaedic examination abnormal","10072625"
"Multimorbidity","10037779","Multimorbidity","10037779"
"Activated partial thromboplastin time abnormal","10041549","Activated partial thromboplastin time abnormal","10041549"
"Infected bite","10076911","Infected bite","10076911"
"Ehlers-Danlos syndrome","10014316","Ehlers-Danlos syndrome","10014316"
"Peripheral nerve infection","10050217","Peripheral nerve infection","10050217"
"Urine osmolarity decreased","10050219","Urine osmolarity decreased","10050219"
"Soft tissue swelling","10076991","Soft tissue swelling","10076991"
"Autoantibody test","10058571","Autoantibody test","10058571"
"Pancreatic enzymes increased","10059604","Pancreatic enzymes increased","10059604"
"Gastric hypomotility","10061367","Gastric hypomotility","10061367"
"Pseudoparalysis","10061866","Pseudoparalysis","10061866"
"Angiogram retina abnormal","10063036","Angiogram retina abnormal","10063036"
"Amputation stump pain","10069724","Amputation stump pain","10069724"
"Breast cellulitis","10008027","Breast cellulitis","10008027"
"Phalen's test positive","10008096","Phalen's test positive","10008096"
"CSF volume increased","10048626","CSF volume increased","10048626"
"Injection site joint erythema","10076327","Injection site joint erythema","10076327"
"Natural killer cell count increased","10068496","Natural killer cell count increased","10068496"
"Antimicrobial susceptibility test sensitive","10059150","Antimicrobial susceptibility test sensitive","10059150"
"Incision site pruritus","10059386","Incision site pruritus","10059386"
"Soft tissue sarcoma","10075333","Soft tissue sarcoma","10075333"
"Eating disorder symptom","10067967","Eating disorder symptom","10067967"
"Product contamination microbial","10068734","Product contamination microbial","10068734"
"Lymphoblast count","10072731","Lymphoblast count","10072731"
"Enzyme activity normal","10001949","Enzyme activity normal","10001949"
"Reversible airways obstruction","10062109","Reversible airways obstruction","10062109"
"Bone contusion","10066251","Bone contusion","10066251"
"Gallbladder obstruction","10017636","Gallbladder obstruction","10017636"
"Aortic valve disease","10013496","Aortic valve disease","10013496"
"Impaired fasting glucose","10023236","Impaired fasting glucose","10023236"
"Palisaded neutrophilic granulomatous dermatitis","10068809","Palisaded neutrophilic granulomatous dermatitis","10068809"
"Gallbladder polyp","10027374","Gallbladder polyp","10027374"
"Iodine uptake increased","10022922","Iodine uptake increased","10022922"
"Vulva cyst","10050475","Vulva cyst","10050475"
"Vascular graft complication","10064252","Vascular graft complication","10064252"
"Brain stem glioma","10006143","Brain stem glioma","10006143"
"Tumour haemorrhage","10049750","Tumour haemorrhage","10049750"
"Tumour rupture","10061423","Tumour rupture","10061423"
"Victim of child abuse","10063844","Victim of child abuse","10063844"
"Neutrophil function test abnormal","10061867","Neutrophil function test abnormal","10061867"
"Blood pressure measurement","10076581","Blood pressure measurement","10076581"
"Helplessness","10077169","Helplessness","10077169"
"Aphthous ulcer","10002959","Aphthous ulcer","10002959"
"Gulf war syndrome","10056557","Gulf war syndrome","10056557"
"Product package associated injury","10072645","Product package associated injury","10072645"
"Laryngoscopy normal","10000230","Laryngoscopy normal","10000230"
"CSF immunoglobulin decreased","10000234","CSF immunoglobulin decreased","10000234"
"Salpingo-oophorectomy unilateral","10000242","Salpingo-oophorectomy unilateral","10000242"
"Appendicolith","10074458","Appendicolith","10074458"
"Hyper IgD syndrome","10072010","Hyper IgD syndrome","10072010"
"Metabolic encephalopathy","10052847","Metabolic encephalopathy","10052847"
"Oedematous pancreatitis","10052400","Oedematous pancreatitis","10052400"
"Portal hypertension","10061614","Portal hypertension","10061614"
"Pancreatic enlargement","10055024","Pancreatic enlargement","10055024"
"Acquired syringomyelia","10072631","Acquired syringomyelia","10072631"
"Rheumatoid lung","10039081","Rheumatoid lung","10039081"
"Myocardial necrosis marker normal","10008570","Myocardial necrosis marker normal","10008570"
"Disease complication","10028243","Disease complication","10028243"
"Tear break up time test","10073691","Tear break up time test","10073691"
"Comminuted fracture","10052614","Comminuted fracture","10052614"
"Nasal herpes","10074936","Nasal herpes","10074936"
"Gingival discolouration","10036582","Gingival discolouration","10036582"
"Administration site inflammation","10074704","Administration site inflammation","10074704"
"Portal vein thrombosis","10045542","Portal vein thrombosis","10045542"
"HIV antigen negative","10046267","HIV antigen negative","10046267"
"IVth nerve paralysis","10046800","IVth nerve paralysis","10046800"
"Hepatitis C core antibody negative","10077054","Hepatitis C core antibody negative","10077054"
"Hepatitis C RNA negative","10049550","Hepatitis C RNA negative","10049550"
"Myocardial necrosis marker","10049975","Myocardial necrosis marker","10049975"
"Neutralising antibodies negative","10064981","Neutralising antibodies negative","10064981"
"Anti-aquaporin-4 antibody","10052744","Anti-aquaporin-4 antibody","10052744"
"Immunophenotyping","10053394","Immunophenotyping","10053394"
"Bone cancer","10005949","Bone cancer","10005949"
"Swallow study","10076217","Swallow study","10076217"
"Lymphatic obstruction","10052315","Lymphatic obstruction","10052315"
"Positive expiratory pressure therapy","10074372","Positive expiratory pressure therapy","10074372"
"Serratia infection","10000154","Serratia infection","10000154"
"JC virus test positive","10068795","JC virus test positive","10068795"
"Scrotal ulcer","10039760","Scrotal ulcer","10039760"
"Bartonella test","10075209","Bartonella test","10075209"
"Neuropathic muscular atrophy","10075469","Neuropathic muscular atrophy","10075469"
"Impaired quality of life","10076936","Impaired quality of life","10076936"
"Buccal mucosal roughening","10048479","Buccal mucosal roughening","10048479"
"Noninfective encephalitis","10074712","Noninfective encephalitis","10074712"
"False negative investigation result","10070747","False negative investigation result","10070747"
"Tonic posturing","10044456","Tonic posturing","10044456"
"Skull X-ray abnormal","10052849","Skull X-ray abnormal","10052849"
"Tri-iodothyronine free increased","10053700","Tri-iodothyronine free increased","10053700"
"Thyroxine free increased","10057673","Thyroxine free increased","10057673"
"Muscle electrostimulation therapy","10052969","Muscle electrostimulation therapy","10052969"
"Anticoagulation drug level below therapeutic","10061157","Anticoagulation drug level below therapeutic","10061157"
"Biopsy bronchus normal","10004749","Biopsy bronchus normal","10004749"
"Bronchoalveolar lavage normal","10070531","Bronchoalveolar lavage normal","10070531"
"Diet noncompliance","10072373","Diet noncompliance","10072373"
